Universitas	Provinsi	Kota	Program Studi	Bidang Ilmu	Jenjang	Daya Tampung 2026	Peminat 2025	Peminat 2025 (Num)	Rasio	Situs
POLITEKNIK MANUFAKTUR BANDUNG	Jawa Barat	Kota Bandung	TEKNOLOGI REKAYASA OTOMASI	TEKNIK INDUSTRI	Sarjana Terapan	23	314	314	1:14	https://pmb.polman-bandung.ac.id/
POLITEKNIK MANUFAKTUR BANDUNG	Jawa Barat	Kota Bandung	TEKNOLOGI REKAYASA MATERIAL MAJU	TEKNIK MATERIAL DAN METALURGI	Sarjana Terapan	21	245	245	1:12	https://pmb.polman-bandung.ac.id/
POLITEKNIK MANUFAKTUR BANDUNG	Jawa Barat	Kota Bandung	REKAYASA PERANCANGAN MEKANIK	TEKNIK MESIN	Sarjana Terapan	20	170	170	1:9	https://pmb.polman-bandung.ac.id/
POLITEKNIK MANUFAKTUR BANDUNG	Jawa Barat	Kota Bandung	TEKNOLOGI REKAYASA MEKATRONIKA	TEKNIK MEKATRONIKA	Sarjana Terapan	23	385	385	1:17	https://pmb.polman-bandung.ac.id/
POLITEKNIK MANUFAKTUR BANDUNG	Jawa Barat	Kota Bandung	MANAJEMEN TEKNOLOGI REKAYASA	MANAJEMEN	Sarjana Terapan	26	361	361	1:14	https://pmb.polman-bandung.ac.id/
POLITEKNIK MANUFAKTUR BANDUNG	Jawa Barat	Kota Bandung	TEKNOLOGI REKAYASA INFORMATIKA INDUSTRI	TEKNIK INDUSTRI	Sarjana Terapan	23	515	515	1:23	https://pmb.polman-bandung.ac.id/
POLITEKNIK MANUFAKTUR BANDUNG	Jawa Barat	Kota Bandung	TEKNOLOGI REKAYASA SISTEM AERIAL NIRAWAK	TEKNIK INDUSTRI	Sarjana Terapan	10	93	93	1:10	https://pmb.polman-bandung.ac.id/
POLITEKNIK MANUFAKTUR BANDUNG	Jawa Barat	Kota Bandung	PEMELIHARAAN MESIN	TEKNIK MESIN	Diploma Tiga	21	618	618	1:30	https://pmb.polman-bandung.ac.id/
POLITEKNIK MANUFAKTUR BANDUNG	Jawa Barat	Kota Bandung	TEKNOLOGI MANUFAKTUR	TEKNIK MESIN	Diploma Tiga	21	943	943	1:45	https://pmb.polman-bandung.ac.id/
POLITEKNIK MANUFAKTUR BANDUNG	Jawa Barat	Kota Bandung	TEKNOLOGI PEMBUATAN PERKAKAS PRESISI	TEKNIK MESIN	Diploma Tiga	21	216	216	1:11	https://pmb.polman-bandung.ac.id/
POLITEKNIK MANUFAKTUR BANDUNG	Jawa Barat	Kota Bandung	TEKNOLOGI PERANCANGAN PERKAKAS PRESISI	TEKNIK MESIN	Diploma Tiga	20	201	201	1:11	https://pmb.polman-bandung.ac.id/
POLITEKNIK MANUFAKTUR BANDUNG	Jawa Barat	Kota Bandung	TEKNOLOGI PENGECORAN LOGAM	TEKNIK MATERIAL DAN METALURGI	Diploma Tiga	32	369	369	1:12	https://pmb.polman-bandung.ac.id/
POLITEKNIK NEGERI INDRAMAYU	Jawa Barat	Kabupaten Indramayu	PERANCANGAN MANUFAKTUR	TEKNIK MESIN	Sarjana Terapan	48	147	147	1:4	https://pmb.polindra.ac.id/
POLITEKNIK NEGERI INDRAMAYU	Jawa Barat	Kabupaten Indramayu	REKAYASA PERANGKAT LUNAK	REKAYASA PERANGKAT LUNAK	Sarjana Terapan	48	156	156	1:4	https://pmb.polindra.ac.id/
POLITEKNIK NEGERI INDRAMAYU	Jawa Barat	Kabupaten Indramayu	SISTEM INFORMASI KOTA CERDAS	SISTEM INFORMASI	Sarjana Terapan	48	154	154	1:4	https://pmb.polindra.ac.id/
POLITEKNIK NEGERI INDRAMAYU	Jawa Barat	Kabupaten Indramayu	TEKNOLOGI REKAYASA INSTRUMENTASI DAN KONTROL	TEKNIK ELEKTRO	Sarjana Terapan	48	106	106	1:3	https://pmb.polindra.ac.id/
POLITEKNIK NEGERI INDRAMAYU	Jawa Barat	Kabupaten Indramayu	TEKNOLOGI REKAYASA KOMPUTER	TEKNIK KOMPUTER	Sarjana Terapan	12	76	76	1:7	https://pmb.polindra.ac.id/
POLITEKNIK NEGERI INDRAMAYU	Jawa Barat	Kabupaten Indramayu	TEKNOLOGI LABORATORIUM MEDIS	TEKNOLOGI KESEHATAN	Sarjana Terapan	24	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://pmb.polindra.ac.id/
POLITEKNIK NEGERI INDRAMAYU	Jawa Barat	Kabupaten Indramayu	TEKNOLOGI REKAYASA ELEKTRO-MEDIS	TEKNIK ELEKTRO	Sarjana Terapan	24	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://pmb.polindra.ac.id/
POLITEKNIK NEGERI INDRAMAYU	Jawa Barat	Kabupaten Indramayu	TEKNOLOGI REKAYASA MATERIAL MAJU	TEKNIK MATERIAL DAN METALURGI	Sarjana Terapan	12	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://pmb.polindra.ac.id/
POLITEKNIK NEGERI INDRAMAYU	Jawa Barat	Kabupaten Indramayu	KEPERAWATAN	KEPERAWATAN	Diploma Tiga	48	556	556	1:12	https://pmb.polindra.ac.id/
POLITEKNIK NEGERI INDRAMAYU	Jawa Barat	Kabupaten Indramayu	TEKNIK MESIN	TEKNIK MESIN	Diploma Tiga	48	327	327	1:7	https://pmb.polindra.ac.id/
POLITEKNIK NEGERI INDRAMAYU	Jawa Barat	Kabupaten Indramayu	TEKNIK INFORMATIKA	TEKNIK INFORMATIKA	Diploma Tiga	48	480	480	1:10	https://pmb.polindra.ac.id/
POLITEKNIK NEGERI INDRAMAYU	Jawa Barat	Kabupaten Indramayu	TEKNIK PENDINGIN DAN TATA UDARA	TEKNIK MESIN	Diploma Tiga	48	133	133	1:3	https://pmb.polindra.ac.id/
POLITEKNIK NEGERI SUBANG	Jawa Barat	Kabupaten Subang	TEKNOLOGI REKAYASA PERANGKAT LUNAK	REKAYASA PERANGKAT LUNAK	Sarjana Terapan	26	136	136	1:6	https://pmb.polsub.ac.id/
POLITEKNIK NEGERI SUBANG	Jawa Barat	Kabupaten Subang	TEKNOLOGI REKAYASA MANUFAKTUR	TEKNIK MESIN	Sarjana Terapan	26	136	136	1:6	https://pmb.polsub.ac.id/
POLITEKNIK NEGERI SUBANG	Jawa Barat	Kabupaten Subang	TEKNOLOGI PRODUKSI TANAMAN PANGAN	AGROTEKNOLOGI	Sarjana Terapan	26	193	193	1:8	https://pmb.polsub.ac.id/
POLITEKNIK NEGERI SUBANG	Jawa Barat	Kabupaten Subang	PENGELOLAAN AGRIBISNIS	AGRIBISNIS	Sarjana Terapan	13	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://pmb.polsub.ac.id/
POLITEKNIK NEGERI SUBANG	Jawa Barat	Kabupaten Subang	BISNIS DIGITAL	BISNIS DIGITAL	Sarjana Terapan	26	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://pmb.polsub.ac.id/
POLITEKNIK NEGERI SUBANG	Jawa Barat	Kabupaten Subang	TEKNOLOGI REKAYASA PERANCANGAN MANUFAKTUR	TEKNIK MESIN	Sarjana Terapan	13	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://pmb.polsub.ac.id/
POLITEKNIK NEGERI SUBANG	Jawa Barat	Kabupaten Subang	AGROINDUSTRI	AGROINDUSTRI	Diploma Tiga	26	289	289	1:12	https://pmb.polsub.ac.id/
POLITEKNIK NEGERI SUBANG	Jawa Barat	Kabupaten Subang	PEMELIHARAAN MESIN	TEKNIK MESIN	Diploma Tiga	26	139	139	1:6	https://pmb.polsub.ac.id/
POLITEKNIK NEGERI SUBANG	Jawa Barat	Kabupaten Subang	SISTEM INFORMASI	SISTEM INFORMASI	Diploma Tiga	26	365	365	1:15	https://pmb.polsub.ac.id/
POLITEKNIK NEGERI SUBANG	Jawa Barat	Kabupaten Subang	KEPERAWATAN	KEPERAWATAN	Diploma Tiga	73	642	642	1:9	https://pmb.polsub.ac.id/
POLITEKNIK NEGERI SEMARANG	Jawa Tengah	Kota Semarang	TEKNIK PERAWATAN DAN PERBAIKAN GEDUNG	TEKNIK SIPIL	Sarjana Terapan	32	503	503	1:16	https://pmb.polines.ac.id
POLITEKNIK NEGERI SEMARANG	Jawa Tengah	Kota Semarang	PERANCANGAN JALAN DAN JEMBATAN	TEKNIK SIPIL	Sarjana Terapan	21	453	453	1:22	https://pmb.polines.ac.id
POLITEKNIK NEGERI SEMARANG	Jawa Tengah	Kota Semarang	TEKNIK MESIN PRODUKSI DAN PERAWATAN	TEKNIK MESIN	Sarjana Terapan	29	600	600	1:21	https://pmb.polines.ac.id
POLITEKNIK NEGERI SEMARANG	Jawa Tengah	Kota Semarang	TEKNOLOGI REKAYASA PEMBANGKIT ENERGI	TEKNIK ENERGI	Sarjana Terapan	29	486	486	1:17	https://pmb.polines.ac.id
POLITEKNIK NEGERI SEMARANG	Jawa Tengah	Kota Semarang	TEKNIK TELEKOMUNIKASI	TEKNIK TELEKOMUNIKASI	Sarjana Terapan	48	607	607	1:13	https://pmb.polines.ac.id
POLITEKNIK NEGERI SEMARANG	Jawa Tengah	Kota Semarang	TEKNOLOGI REKAYASA INSTALASI LISTRIK	TEKNIK ELEKTRO	Sarjana Terapan	29	290	290	1:10	https://pmb.polines.ac.id
POLITEKNIK NEGERI SEMARANG	Jawa Tengah	Kota Semarang	TEKNOLOGI REKAYASA KOMPUTER	TEKNIK KOMPUTER	Sarjana Terapan	32	632	632	1:20	https://pmb.polines.ac.id
POLITEKNIK NEGERI SEMARANG	Jawa Tengah	Kota Semarang	KOMPUTERISASI AKUNTANSI	AKUNTANSI	Sarjana Terapan	48	792	792	1:17	https://pmb.polines.ac.id
POLITEKNIK NEGERI SEMARANG	Jawa Tengah	Kota Semarang	TEKNOLOGI REKAYASA ELEKTRONIKA	TEKNIK ELEKTRO	Sarjana Terapan	42	424	424	1:11	https://pmb.polines.ac.id
POLITEKNIK NEGERI SEMARANG	Jawa Tengah	Kota Semarang	PERBANKAN SYARIAH	KEUANGAN DAN PERBANKAN	Sarjana Terapan	48	449	449	1:10	https://pmb.polines.ac.id
POLITEKNIK NEGERI SEMARANG	Jawa Tengah	Kota Semarang	ANALISIS KEUANGAN	KEUANGAN DAN PERBANKAN	Sarjana Terapan	48	906	906	1:19	https://pmb.polines.ac.id
POLITEKNIK NEGERI SEMARANG	Jawa Tengah	Kota Semarang	AKUNTANSI MANAJERIAL	AKUNTANSI	Sarjana Terapan	48	694	694	1:15	https://pmb.polines.ac.id
POLITEKNIK NEGERI SEMARANG	Jawa Tengah	Kota Semarang	MANAJEMEN BISNIS INTERNASIONAL	MANAJEMEN	Sarjana Terapan	48	864	864	1:18	https://pmb.polines.ac.id
POLITEKNIK NEGERI SEMARANG	Jawa Tengah	Kota Semarang	ADMINISTRASI BISNIS TERAPAN	ADMINISTRASI BISNIS	Sarjana Terapan	48	1286	1286	1:27	https://pmb.polines.ac.id
POLITEKNIK NEGERI SEMARANG	Jawa Tengah	Kota Semarang	MANAJEMEN PEMASARAN/MARKETING	MANAJEMEN	Diploma Tiga	48	1530	1530	1:32	https://pmb.polines.ac.id
POLITEKNIK NEGERI SEMARANG	Jawa Tengah	Kota Semarang	ADMINISTRASI BISNIS	ADMINISTRASI BISNIS	Diploma Tiga	48	2300	2300	1:48	https://pmb.polines.ac.id
POLITEKNIK NEGERI SEMARANG	Jawa Tengah	Kota Semarang	TEKNIK INFORMATIKA	TEKNIK INFORMATIKA	Diploma Tiga	42	1873	1873	1:45	https://pmb.polines.ac.id
POLITEKNIK NEGERI SEMARANG	Jawa Tengah	Kota Semarang	KEUANGAN DAN PERBANKAN	KEUANGAN DAN PERBANKAN	Diploma Tiga	48	1263	1263	1:27	https://pmb.polines.ac.id
POLITEKNIK NEGERI SEMARANG	Jawa Tengah	Kota Semarang	TEKNIK MESIN	TEKNIK MESIN	Diploma Tiga	77	1584	1584	1:21	https://pmb.polines.ac.id
POLITEKNIK NEGERI SEMARANG	Jawa Tengah	Kota Semarang	TEKNIK LISTRIK	TEKNIK ELEKTRO	Diploma Tiga	39	661	661	1:17	https://pmb.polines.ac.id
POLITEKNIK NEGERI SEMARANG	Jawa Tengah	Kota Semarang	KONSTRUKSI SIPIL	TEKNIK SIPIL	Diploma Tiga	42	1482	1482	1:36	https://pmb.polines.ac.id
POLITEKNIK NEGERI SEMARANG	Jawa Tengah	Kota Semarang	TEKNIK KONVERSI ENERGI	TEKNIK ENERGI	Diploma Tiga	48	727	727	1:16	https://pmb.polines.ac.id
POLITEKNIK NEGERI SEMARANG	Jawa Tengah	Kota Semarang	AKUNTANSI	AKUNTANSI	Diploma Tiga	72	1971	1971	1:28	https://pmb.polines.ac.id
POLITEKNIK NEGERI SEMARANG	Jawa Tengah	Kota Semarang	TEKNIK ELEKTRONIKA	TEKNIK ELEKTRO	Diploma Tiga	42	864	864	1:21	https://pmb.polines.ac.id
POLITEKNIK NEGERI SEMARANG	Jawa Tengah	Kota Semarang	TEKNIK TELEKOMUNIKASI	TEKNIK TELEKOMUNIKASI	Diploma Tiga	39	555	555	1:15	https://pmb.polines.ac.id
POLITEKNIK NEGERI SEMARANG	Jawa Tengah	Kota Semarang	KONSTRUKSI GEDUNG	TEKNIK SIPIL	Diploma Tiga	42	646	646	1:16	https://pmb.polines.ac.id
POLITEKNIK NEGERI CILACAP	Jawa Tengah	Kabupaten Cilacap	TEKNIK PENGENDALIAN PENCEMARAN LINGKUNGAN	TEKNIK LINGKUNGAN	Sarjana Terapan	52	217	217	1:5	https://pmb.pnc.ac.id/
POLITEKNIK NEGERI CILACAP	Jawa Tengah	Kabupaten Cilacap	PENGEMBANGAN PRODUK AGROINDUSTRI	AGROINDUSTRI	Sarjana Terapan	39	145	145	1:4	https://pmb.pnc.ac.id/
POLITEKNIK NEGERI CILACAP	Jawa Tengah	Kabupaten Cilacap	REKAYASA KEAMANAN SIBER	SISTEM INFORMASI	Sarjana Terapan	39	217	217	1:6	https://pmb.pnc.ac.id/
POLITEKNIK NEGERI CILACAP	Jawa Tengah	Kabupaten Cilacap	AKUNTANSI LEMBAGA KEUANGAN SYARIAH	AKUNTANSI	Sarjana Terapan	39	170	170	1:5	https://pmb.pnc.ac.id/
POLITEKNIK NEGERI CILACAP	Jawa Tengah	Kabupaten Cilacap	TEKNOLOGI REKAYASA MEKATRONIKA	TEKNIK MEKATRONIKA	Sarjana Terapan	29	60	60	1:3	https://pmb.pnc.ac.id/
POLITEKNIK NEGERI CILACAP	Jawa Tengah	Kabupaten Cilacap	TEKNOLOGI REKAYASA MULTIMEDIA	TEKNIK KOMPUTER	Sarjana Terapan	39	148	148	1:4	https://pmb.pnc.ac.id/
POLITEKNIK NEGERI CILACAP	Jawa Tengah	Kabupaten Cilacap	TEKNOLOGI REKAYASA ENERGI TERBARUKAN	TEKNIK ENERGI	Sarjana Terapan	26	113	113	1:5	https://pmb.pnc.ac.id/
POLITEKNIK NEGERI CILACAP	Jawa Tengah	Kabupaten Cilacap	TEKNOLOGI REKAYASA KIMIA INDUSTRI	TEKNIK KIMIA	Sarjana Terapan	13	70	70	1:6	https://pmb.pnc.ac.id/
POLITEKNIK NEGERI CILACAP	Jawa Tengah	Kabupaten Cilacap	TEKNOLOGI REKAYASA PERANGKAT LUNAK	REKAYASA PERANGKAT LUNAK	Sarjana Terapan	26	82	82	1:4	https://pmb.pnc.ac.id/
POLITEKNIK NEGERI CILACAP	Jawa Tengah	Kabupaten Cilacap	TEKNIK LISTRIK	TEKNIK ELEKTRO	Diploma Tiga	39	199	199	1:6	https://pmb.pnc.ac.id/
POLITEKNIK NEGERI CILACAP	Jawa Tengah	Kabupaten Cilacap	TEKNIK INFORMATIKA	TEKNIK INFORMATIKA	Diploma Tiga	52	498	498	1:10	https://pmb.pnc.ac.id/
POLITEKNIK NEGERI CILACAP	Jawa Tengah	Kabupaten Cilacap	TEKNIK ELEKTRONIKA	TEKNIK ELEKTRO	Diploma Tiga	39	166	166	1:5	https://pmb.pnc.ac.id/
POLITEKNIK NEGERI CILACAP	Jawa Tengah	Kabupaten Cilacap	TEKNIK MESIN	TEKNIK MESIN	Diploma Tiga	39	327	327	1:9	https://pmb.pnc.ac.id/
POLITEKNIK MARITIM NEGERI INDONESIA	Jawa Tengah	Kota Semarang	TRANSPORTASI LAUT	TEKNIK PERKAPALAN	Sarjana Terapan	60	307	307	1:6	https://pmb.polimarin.ac.id/
POLITEKNIK MARITIM NEGERI INDONESIA	Jawa Tengah	Kota Semarang	NAUTIKA	TEKNIK PERKAPALAN	Sarjana Terapan	29	308	308	1:11	https://pmb.polimarin.ac.id/
POLITEKNIK MARITIM NEGERI INDONESIA	Jawa Tengah	Kota Semarang	TEKNOLOGI REKAYASA PERMESINAN KAPAL	TEKNIK PERKAPALAN	Sarjana Terapan	29	90	90	1:4	https://pmb.polimarin.ac.id/
POLITEKNIK MARITIM NEGERI INDONESIA	Jawa Tengah	Kota Semarang	TEKNOLOGI REKAYASA MEKATRONIKA	TEKNIK MEKATRONIKA	Sarjana Terapan	36	26	26	1:1	https://pmb.polimarin.ac.id/
POLITEKNIK MARITIM NEGERI INDONESIA	Jawa Tengah	Kota Semarang	BISNIS DAN LOGISTIK MARITIM	ADMINISTRASI BISNIS	Sarjana Terapan	48	308	308	1:7	https://pmb.polimarin.ac.id/
POLITEKNIK MARITIM NEGERI INDONESIA	Jawa Tengah	Kota Semarang	NAUTIKA	TEKNIK PERKAPALAN	Diploma Tiga	20	406	406	1:21	https://pmb.polimarin.ac.id/
POLITEKNIK MARITIM NEGERI INDONESIA	Jawa Tengah	Kota Semarang	TEKNIKA	TEKNIK PERKAPALAN	Diploma Tiga	29	149	149	1:6	https://pmb.polimarin.ac.id/
POLITEKNIK NEGERI BANYUWANGI	Jawa Timur	Kabupaten Banyuwangi	AGRIBISNIS	AGRIBISNIS	Sarjana Terapan	60	189	189	1:4	https://www.poliwangi.ac.id
POLITEKNIK NEGERI BANYUWANGI	Jawa Timur	Kabupaten Banyuwangi	TEKNOLOGI PENGOLAHAN HASIL TERNAK	PETERNAKAN	Sarjana Terapan	36	44	44	1:2	https://www.poliwangi.ac.id
POLITEKNIK NEGERI BANYUWANGI	Jawa Timur	Kabupaten Banyuwangi	TEKNIK MANUFAKTUR KAPAL	TEKNIK PERKAPALAN	Sarjana Terapan	24	65	65	1:3	https://www.poliwangi.ac.id
POLITEKNIK NEGERI BANYUWANGI	Jawa Timur	Kabupaten Banyuwangi	MANAJEMEN BISNIS PARIWISATA	PERHOTELAN	Sarjana Terapan	48	199	199	1:5	https://www.poliwangi.ac.id
POLITEKNIK NEGERI BANYUWANGI	Jawa Timur	Kabupaten Banyuwangi	TEKNOLOGI REKAYASA MANUFAKTUR	TEKNIK MESIN	Sarjana Terapan	36	50	50	1:2	https://www.poliwangi.ac.id
POLITEKNIK NEGERI BANYUWANGI	Jawa Timur	Kabupaten Banyuwangi	TEKNOLOGI REKAYASA PERANGKAT LUNAK	REKAYASA PERANGKAT LUNAK	Sarjana Terapan	60	97	97	1:2	https://www.poliwangi.ac.id
POLITEKNIK NEGERI BANYUWANGI	Jawa Timur	Kabupaten Banyuwangi	TEKNOLOGI REKAYASA KOMPUTER	TEKNIK KOMPUTER	Sarjana Terapan	30	67	67	1:3	https://www.poliwangi.ac.id
POLITEKNIK NEGERI BANYUWANGI	Jawa Timur	Kabupaten Banyuwangi	BISNIS DIGITAL	BISNIS DIGITAL	Sarjana Terapan	36	214	214	1:6	https://www.poliwangi.ac.id
POLITEKNIK NEGERI BANYUWANGI	Jawa Timur	Kabupaten Banyuwangi	TEKNOLOGI REKAYASA KONSTRUKSI JALAN DAN JEMBATAN	TEKNIK SIPIL	Sarjana Terapan	24	33	33	1:2	https://www.poliwangi.ac.id
POLITEKNIK NEGERI BANYUWANGI	Jawa Timur	Kabupaten Banyuwangi	TEKNOLOGI PRODUKSI TERNAK	PETERNAKAN	Sarjana Terapan	24	26	26	1:2	https://www.poliwangi.ac.id
POLITEKNIK NEGERI BANYUWANGI	Jawa Timur	Kabupaten Banyuwangi	PENGEMBANGAN PRODUK AGROINDUSTRI	AGROINDUSTRI	Sarjana Terapan	24	38	38	1:2	https://www.poliwangi.ac.id
POLITEKNIK NEGERI BANYUWANGI	Jawa Timur	Kabupaten Banyuwangi	TEKNOLOGI BUDI DAYA PERIKANAN/TEKNOLOGI AKUAKULTUR	AKUAKULTUR	Sarjana Terapan	24	40	40	1:2	https://www.poliwangi.ac.id
POLITEKNIK NEGERI BANYUWANGI	Jawa Timur	Kabupaten Banyuwangi	TEKNOLOGI PRODUKSI TANAMAN PANGAN	AGROTEKNOLOGI	Sarjana Terapan	24	65	65	1:3	https://www.poliwangi.ac.id
POLITEKNIK NEGERI BANYUWANGI	Jawa Timur	Kabupaten Banyuwangi	PENGELOLAAN PERHOTELAN	PERHOTELAN	Sarjana Terapan	24	72	72	1:3	https://www.poliwangi.ac.id
POLITEKNIK NEGERI BANYUWANGI	Jawa Timur	Kabupaten Banyuwangi	DESTINASI PARIWISATA	PARIWISATA	Sarjana Terapan	24	85	85	1:4	https://www.poliwangi.ac.id
POLITEKNIK NEGERI BANYUWANGI	Jawa Timur	Kabupaten Banyuwangi	MANAJEMEN KONSTRUKSI	MANAJEMEN	Sarjana Terapan	12	18	18	1:2	https://www.poliwangi.ac.id
POLITEKNIK NEGERI BANYUWANGI	Jawa Timur	Kabupaten Banyuwangi	TEKNOLOGI REKAYASA KONSTRUKSI BANGUNAN GEDUNG	TEKNIK SIPIL	Sarjana Terapan	12	16	16	1:2	https://www.poliwangi.ac.id
POLITEKNIK NEGERI BANYUWANGI	Jawa Timur	Kabupaten Banyuwangi	TEKNOLOGI REKAYASA OTOMOTIF	TEKNIK OTOMOTIF	Sarjana Terapan	24	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://www.poliwangi.ac.id
POLITEKNIK NEGERI BANYUWANGI	Jawa Timur	Kabupaten Banyuwangi	TEKNIK SIPIL	TEKNIK SIPIL	Diploma Tiga	48	289	289	1:7	https://www.poliwangi.ac.id
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	GIZI KLINIK	GIZI	Sarjana Terapan	60	986	986	1:17	https://www.polije.ac.id/
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	MANAJEMEN AGROINDUSTRI	AGROINDUSTRI	Sarjana Terapan	72	273	273	1:4	https://www.polije.ac.id/
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	TEKNIK ENERGI TERBARUKAN	TEKNIK ENERGI	Sarjana Terapan	48	239	239	1:5	https://www.polije.ac.id/
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	TEKNIK PRODUKSI TANAMAN PANGAN	AGROTEKNOLOGI	Sarjana Terapan	36	159	159	1:5	https://www.polije.ac.id/
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	MANAGEMEN BISNIS UNGGAS	PETERNAKAN	Sarjana Terapan	48	78	78	1:2	https://www.polije.ac.id/
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	TEKNIK INFORMATIKA	TEKNIK INFORMATIKA	Sarjana Terapan	72	654	654	1:10	https://www.polije.ac.id/
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	TEKNIK PRODUKSI BENIH	AGROTEKNOLOGI	Sarjana Terapan	36	68	68	1:2	https://www.polije.ac.id/
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	MANAJEMEN INFORMASI KESEHATAN	SISTEM INFORMASI	Sarjana Terapan	72	747	747	1:11	https://www.polije.ac.id/
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	MESIN OTOMOTIF	TEKNIK OTOMOTIF	Sarjana Terapan	48	243	243	1:6	https://www.polije.ac.id/
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	BUDIDAYA TANAMAN PERKEBUNAN	AGROTEKNOLOGI	Sarjana Terapan	36	164	164	1:5	https://www.polije.ac.id/
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	TEKNOLOGI REKAYASA PANGAN	TEKNOLOGI PANGAN	Sarjana Terapan	48	270	270	1:6	https://www.polije.ac.id/
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	PENGELOLAAN PERKEBUNAN KOPI	AGRIBISNIS	Sarjana Terapan	24	61	61	1:3	https://www.polije.ac.id/
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	TEKNOLOGI REKAYASA MEKATRONIKA	TEKNIK MEKATRONIKA	Sarjana Terapan	48	125	125	1:3	https://www.polije.ac.id/
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	PSDKU TEKNIK INFORMATIKA KAB. NGANJUK	TEKNIK INFORMATIKA	Sarjana Terapan	36	69	69	1:2	https://www.polije.ac.id/
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	TEKNOLOGI PAKAN TERNAK	NUTRISI DAN TEKNOLOGI PAKAN	Sarjana Terapan	36	67	67	1:2	https://www.polije.ac.id/
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	PSDKU MANAJEMEN AGROINDUSTRI KAB. SIDOARJO	AGROINDUSTRI	Sarjana Terapan	24	71	71	1:3	https://www.polije.ac.id/
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	PSDKU TEKNIK INFORMATIKA KAB. SIDOARJO	TEKNIK INFORMATIKA	Sarjana Terapan	36	84	84	1:3	https://www.polije.ac.id/
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	PROMOSI KESEHATAN	KESEHATAN MASYARAKAT	Sarjana Terapan	48	242	242	1:6	https://www.polije.ac.id/
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	BISNIS DIGITAL	BISNIS DIGITAL	Sarjana Terapan	48	335	335	1:7	https://www.polije.ac.id/
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	AKUNTANSI SEKTOR PUBLIK	AKUNTANSI	Sarjana Terapan	60	400	400	1:7	https://www.polije.ac.id/
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	MANAJEMEN PEMASARAN INTERNASIONAL	MANAJEMEN	Sarjana Terapan	60	309	309	1:6	https://www.polije.ac.id/
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	DESTINASI PARIWISATA	PARIWISATA	Sarjana Terapan	48	294	294	1:7	https://www.polije.ac.id/
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	PSDKU MANAJEMEN AGRIBISNIS KAB. NGAWI	AGRIBISNIS	Sarjana Terapan	24	73	73	1:4	https://www.polije.ac.id/
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	PSDKU MANAJEMEN INFORMASI KESEHATAN KAB. NGAWI	SISTEM INFORMASI	Sarjana Terapan	24	104	104	1:5	https://www.polije.ac.id/
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	PRODUKSI MEDIA KAMPUS BONDOWOSO	ILMU KOMUNIKASI	Sarjana Terapan	24	29	29	1:2	https://www.polije.ac.id/
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	PSDKU TEKNOLOGI REKAYASA PERANGKAT LUNAK KAB. SABU RAIJUA	REKAYASA PERANGKAT LUNAK	Sarjana Terapan	24	2	2	1:1	https://www.polije.ac.id/
POLITEKNIK NEGERI JEMBER	Jawa Timur	Kabupate Jember	TEKNOLOGI REKAYASA KOMPUTER	TEKNIK KOMPUTER	Sarjana Terapan	36	77	77	1:3	https://www.polije.ac.id/
